Sõna,Abstraktsus,Sagedus keeles,Sagedusgrupp keeles,Sagedusgrupp õpikuis,Sagedus õpikuis,Sagedus 123,Sagedus 4,Sagedus 5,Sagedus 6,Sagedus 7,Sagedus 8,Sagedus 9
vähenema,-,85,1,6,2,0,0,1,0,1,0,0
vähenemine,-,23,2,-,0,0,0,0,0,0,0,0
vähesus,-,7,5,-,0,0,0,0,0,0,0,0
vähetuntud,-,-,-,6,2,0,0,0,0,0,1,1
vähim,-,43,2,-,0,0,0,0,0,0,0,0
vähk,2,50,2,5,3,1,0,0,0,0,0,2
väi,-,6,5,-,0,0,0,0,0,0,0,0
väide,3,162,1,1,25,0,0,0,5,11,5,4
väidetavalt,-,-,-,7,1,0,0,0,0,0,1,0
väike,-,332,1,1,262,129,40,26,28,5,21,13
väikelaps,1,6,5,6,2,0,0,0,0,0,1,1
väikelinn,2,28,2,4,4,0,0,0,0,2,2,0
väikem,-,-,-,7,1,0,0,0,0,0,0,1
väikemees,-,5,5,-,0,0,0,0,0,0,0,0
väikene,-,425,1,5,3,2,1,0,0,0,0,0
väikenäriline,1,-,-,7,1,0,1,0,0,0,0,0
väikerahvas,2,12,3,-,0,0,0,0,0,0,0,0
väikesaar,1,-,-,4,5,0,0,0,0,0,5,0
väikesekasvuline,-,7,5,-,0,0,0,0,0,0,0,0
väikeselt,-,-,-,7,1,1,0,0,0,0,0,0
väikesevõitu,-,-,-,7,1,0,0,0,1,0,0,0
väikevend,1,5,5,5,3,3,0,0,0,0,0,0
väiklane,-,-,-,6,2,0,0,0,0,0,0,2
väikseim,-,9,4,7,1,0,0,0,0,1,0,0
väiksem,-,172,1,1,38,1,23,6,4,3,1,0
väiksevõitu,-,-,-,6,2,0,0,0,2,0,0,0
väiksus,3,6,5,-,0,0,0,0,0,0,0,0
väin,-,11,4,-,0,0,0,0,0,0,0,0
väitma,-,244,1,3,6,0,0,0,0,4,1,1
väledalt,-,-,-,7,1,0,0,0,0,0,1,0
väledus,2,-,-,7,1,0,0,0,0,0,1,0
välgatama,-,17,3,-,0,0,0,0,0,0,0,0
välgatus,-,5,5,-,0,0,0,0,0,0,0,0
väli,1,112,1,2,10,5,0,0,2,2,0,1
välimine,-,5,5,7,1,0,0,0,0,0,1,0
välimus,3,40,2,1,40,3,0,4,5,4,7,17
väline,-,29,2,3,6,0,0,0,0,0,6,0
välipolitsei,2,6,5,-,0,0,0,0,0,0,0,0
välipüks,1,-,-,7,1,0,0,0,0,0,0,1
väliriietus,1,-,-,7,1,0,0,0,0,0,0,1
väliseestlane,1,27,2,-,0,0,0,0,0,0,0,0
väliselt,-,17,3,-,0,0,0,0,0,0,0,0
välisilm,3,-,-,7,1,0,0,0,0,0,0,1
välisilme,3,6,5,-,0,0,0,0,0,0,0,0
välisjalats,1,-,-,6,2,0,0,1,0,0,0,1
välismaa,3,80,1,2,11,0,0,0,1,1,4,5
välismaailm,3,5,5,-,0,0,0,0,0,0,0,0
välismaalane,1,41,2,3,6,0,0,0,0,0,0,6
välismaine,-,25,2,-,0,0,0,0,0,0,0,0
välisminister,1,-,-,6,2,0,0,2,0,0,0,0
välisreis,-,8,4,-,0,0,0,0,0,0,0,0
välisriik,-,23,2,-,0,0,0,0,0,0,0,0
välistama,-,69,1,7,1,0,0,0,0,0,0,1
välisuks,1,20,3,-,0,0,0,0,0,0,0,0
välisus,3,-,-,6,2,0,0,0,0,1,0,1
väliujula,1,-,-,7,1,0,0,0,0,1,0,0
välja,-,1990,1,1,269,37,35,29,54,39,24,51
väljaandja,1,7,5,7,1,0,0,0,0,1,0,0
väljaandmine,-,26,2,-,0,0,0,0,0,0,0,0
väljaanne,2,21,2,-,0,0,0,0,0,0,0,0
väljaelamine,3,5,5,-,0,0,0,0,0,0,0,0
väljak,1,72,1,6,2,0,1,1,0,0,0,0
väljakannatamatu,-,5,5,-,0,0,0,0,0,0,0,0
väljakirjutatu,3,-,-,7,1,0,0,0,0,0,0,1
väljakirjutatud,-,-,-,6,2,0,0,1,0,0,0,1
väljakujunenud,-,6,5,-,0,0,0,0,0,0,0,0
väljakutse,3,20,3,-,0,0,0,0,0,0,0,0
väljakutsuv,-,8,4,4,4,0,0,0,0,0,4,0
väljakutsuvalt,-,8,4,-,0,0,0,0,0,0,0,0
väljakuulutamine,2,11,4,-,0,0,0,0,0,0,0,0
väljalennuaeg,3,-,-,6,2,0,2,0,0,0,0,0
väljalõigatud,-,-,-,7,1,0,0,0,0,0,0,1
väljalülitamine,2,-,-,7,1,0,0,0,0,1,0,0
väljamakse,3,5,5,-,0,0,0,0,0,0,0,0
väljaminek,3,7,5,-,0,0,0,0,0,0,0,0
väljamõeldis,3,10,4,4,4,0,0,0,0,0,4,0
väljamõeldud,-,6,5,-,0,0,0,0,0,0,0,0
väljamüük,2,-,-,7,1,0,0,0,0,0,0,1
väljanägemine,3,18,3,7,1,0,0,0,0,0,1,0
väljaots,1,-,-,7,1,0,0,0,0,0,0,1
väljapanek,2,18,3,7,1,0,0,1,0,0,0,0
väljapoole,-,8,4,-,0,0,0,0,0,0,0,0
väljapressimine,2,5,5,-,0,0,0,0,0,0,0,0
väljapääs,1,34,2,7,1,0,0,0,1,0,0,0
väljas,-,59,1,1,32,18,0,6,0,2,2,4
väljasaatmine,-,7,5,-,0,0,0,0,0,0,0,0
väljaselgitamine,3,-,-,7,1,0,0,0,0,0,1,0
väljaspool,-,67,1,4,5,0,0,1,1,1,1,1
väljast,-,17,3,7,1,0,0,0,0,0,0,1
väljastama,-,17,3,7,1,0,0,0,0,0,1,0
väljastpoolt,-,18,3,-,0,0,0,0,0,0,0,0
väljasuremine,2,6,5,-,0,0,0,0,0,0,0,0
väljasõit,2,17,3,-,0,0,0,0,0,0,0,0
väljatoodud,-,-,-,7,1,0,0,0,0,0,0,1
väljatõmbamine,2,-,-,5,3,0,0,0,3,0,0,0
väljatöötamine,3,-,-,7,1,0,0,0,0,0,0,1
väljavaade,-,18,3,-,0,0,0,0,0,0,0,0
väljavalitu,2,11,4,-,0,0,0,0,0,0,0,0
väljaviimine,2,18,3,-,0,0,0,0,0,0,0,0
väljavõte,-,11,4,-,0,0,0,0,0,0,0,0
väljaõpe,2,21,2,7,1,0,0,0,1,0,0,0
väljaõppinud,-,-,-,7,1,0,0,0,0,0,0,1
väljeldav,-,-,-,7,1,0,1,0,0,0,0,0
väljend,3,21,2,1,143,1,37,5,8,25,19,48
väljendama,-,71,1,1,58,0,0,3,4,19,22,10
väljendamine,3,-,-,2,15,0,0,0,4,5,3,3
väljendav,-,-,-,5,3,0,1,0,0,1,1,0
väljenduma,-,20,3,4,5,0,0,0,0,1,2,2
väljendus,3,7,5,-,0,0,0,0,0,0,0,0
väljendusvahend,3,7,5,-,0,0,0,0,0,0,0,0
väljuma,-,91,1,1,26,5,15,2,1,2,0,1
väljumine,2,11,4,6,2,0,1,0,0,1,0,0
väljumisaeg,3,-,-,4,5,0,5,0,0,0,0,0
väljund,2,10,4,-,0,0,0,0,0,0,0,0
väljuv,-,-,-,7,1,0,1,0,0,0,0,0
välk,2,34,2,3,7,4,2,0,0,0,0,1
välkuma,-,6,5,-,0,0,0,0,0,0,0,0
vältama,-,11,4,-,0,0,0,0,0,0,0,0
vältel,-,38,2,7,1,0,0,0,0,0,1,0
vältima,-,68,1,4,5,0,0,0,0,1,3,1
vältimatu,-,19,3,-,0,0,0,0,0,0,0,0
vältimine,3,14,3,7,1,0,0,0,0,0,1,0
vänge,-,5,5,-,0,0,0,0,0,0,0,0
vänt,1,-,-,7,1,1,0,0,0,0,0,0
väntaja,2,-,-,6,2,0,2,0,0,0,0,0
väntama,-,15,3,4,4,0,4,0,0,0,0,0
väntamine,2,-,-,6,2,0,2,0,0,0,0,0
värav,1,153,1,6,2,0,2,0,0,0,0,0
väravaht,1,-,-,7,1,1,0,0,0,0,0,0
väravavaht,1,12,3,7,1,0,0,0,0,0,1,0
värbama,-,8,4,-,0,0,0,0,0,0,0,0
värdjas,1,8,4,-,0,0,0,0,0,0,0,0
värelema,-,7,5,-,0,0,0,0,0,0,0,0
värisema,-,59,1,2,14,0,0,2,10,0,0,2
värisev,-,-,-,4,4,0,0,1,2,0,0,1
värk,2,15,3,-,0,0,0,0,0,0,0,0
värske,-,91,1,3,9,0,0,2,1,3,1,2
värskelt,-,21,2,-,0,0,0,0,0,0,0,0
värskem,-,8,4,-,0,0,0,0,0,0,0,0
värskendama,-,-,-,6,2,0,0,0,0,2,0,0
värss,2,16,3,-,0,0,0,0,0,0,0,0
värv,2,114,1,1,77,28,14,5,12,3,12,3
värvi,-,-,-,6,2,2,0,0,0,0,0,0
värvikas,-,10,4,-,0,0,0,0,0,0,0,0
värvikirev,-,-,-,7,1,0,0,0,0,0,0,1
värviline,-,35,2,2,16,1,2,6,1,0,4,2
värviliselt,-,-,-,3,6,0,4,0,0,0,1,1
värvima,-,64,1,2,14,6,6,0,0,0,0,2
värvimine,2,5,5,-,0,0,0,0,0,0,0,0
värvimisõpetus,2,-,-,6,2,2,0,0,0,0,0,0
värvipidu,2,-,-,7,1,0,0,1,0,0,0,0
värvipilt,1,-,-,6,2,0,0,0,0,0,0,2
värvipliiats,1,-,-,5,3,3,0,0,0,0,0,0
värvitoon,2,-,-,7,1,0,0,1,0,0,0,0
värvuma,-,-,-,6,2,1,0,1,0,0,0,0
värvumine,2,-,-,7,1,0,0,1,0,0,0,0
väsima,-,98,1,1,23,4,3,3,3,3,5,2
väsimata,-,-,-,7,1,1,0,0,0,0,0,0
väsimatu,-,6,5,-,0,0,0,0,0,0,0,0
väsimatult,-,9,4,7,1,1,0,0,0,0,0,0
väsimus,2,52,2,6,2,0,0,0,1,1,0,0
väsinult,-,8,4,7,1,0,0,0,0,0,1,0
väsitama,-,13,3,7,1,0,0,1,0,0,0,0
väsitav,-,-,-,7,1,0,0,0,0,0,1,0
väänama,-,15,3,-,0,0,0,0,0,0,0,0
väänlema,-,7,5,-,0,0,0,0,0,0,0,0
väär,-,8,4,-,0,0,0,0,0,0,0,0
vääramatu,-,7,5,-,0,0,0,0,0,0,0,0
väärikalt,-,19,3,-,0,0,0,0,0,0,0,0
väärikam,-,7,5,-,0,0,0,0,0,0,0,0
väärikas,-,21,2,7,1,0,0,1,0,0,0,0
väärikus,3,21,2,-,0,0,0,0,0,0,0,0
vääriline,-,13,3,5,3,0,0,0,0,3,0,0
väärima,-,48,2,7,1,0,0,0,0,0,0,1
vääriskivi,1,-,-,7,1,0,0,0,0,1,0,0
väärt,-,43,2,-,0,0,0,0,0,0,0,0
väärtus,3,137,1,2,12,0,0,0,0,1,9,2
väärtushinnang,3,-,-,5,3,0,0,0,0,0,3,0
väärtuslik,-,24,2,-,0,0,0,0,0,0,0,0
väärtuslikum,-,5,5,-,0,0,0,0,0,0,0,0
väärtustama,-,8,4,4,5,0,0,0,0,0,5,0
väärtustamine,3,6,5,7,1,0,0,0,0,0,1,0
võbisema,-,7,5,-,0,0,0,0,0,0,0,0
või,1,3374,1,1,562,96,56,59,98,79,78,96
võib-olla,-,301,1,2,18,2,0,2,3,3,1,7
võibolla,-,163,1,4,4,0,0,1,1,2,0,0
võidetu,1,-,-,7,1,0,0,0,0,0,0,1
võidukalt,-,9,4,-,0,0,0,0,0,0,0,0
võidukas,-,13,3,-,0,0,0,0,0,0,0,0
võidukäik,-,8,4,-,0,0,0,0,0,0,0,0
võidusöömine,2,-,-,7,1,0,0,0,0,0,0,1
võidutsema,-,6,5,-,0,0,0,0,0,0,0,0
võigas,-,10,4,-,0,0,0,0,0,0,0,0
võileib,1,21,2,1,23,9,12,2,0,0,0,0
võililletutt,1,-,-,6,2,2,0,0,0,0,0,0
võim,3,197,1,4,5,0,0,0,0,2,1,2
võima,-,3058,1,1,371,25,26,81,47,53,51,88
võimaldama,-,94,1,5,3,0,0,0,0,2,1,0
võimalik,-,612,1,1,49,0,5,2,8,9,17,8
võimalikkus,3,11,4,7,1,0,0,0,0,0,1,0
võimalikult,-,69,1,1,24,0,5,2,3,7,2,5
võimalus,3,614,1,1,32,0,2,4,2,3,8,13
võimas,-,57,1,2,10,0,0,0,1,0,0,9
võimatu,-,124,1,7,1,0,0,0,0,0,1,0
võime,3,63,1,6,2,0,0,0,0,0,2,0
võimekas,-,12,3,-,0,0,0,0,0,0,0,0
võimekus,3,7,5,-,0,0,0,0,0,0,0,0
võimeline,-,57,1,4,4,0,0,0,0,1,2,1
võimendama,-,12,3,-,0,0,0,0,0,0,0,0
võimeteproov,-,-,-,6,2,0,0,0,0,2,0,0
võimetu,-,14,3,-,0,0,0,0,0,0,0,0
võimetus,3,9,4,-,0,0,0,0,0,0,0,0
võimla,1,5,5,3,7,3,1,0,2,1,0,0
võimlema,-,-,-,3,8,4,4,0,0,0,0,0
võimlemine,2,-,-,7,1,1,0,0,0,0,0,0
võimsam,-,10,4,7,1,0,0,0,0,0,0,1
võimukandja,-,6,5,-,0,0,0,0,0,0,0,0
võimukas,-,14,3,-,0,0,0,0,0,0,0,0
võimumees,-,12,3,-,0,0,0,0,0,0,0,0
võimuorgan,3,-,-,7,1,0,0,0,0,0,0,1
võimus,3,19,3,-,0,0,0,0,0,0,0,0
võimutsema,-,5,5,-,0,0,0,0,0,0,0,0
võimuvõitlus,3,7,5,-,0,0,0,0,0,0,0,0
võinu,-,-,-,6,2,2,0,0,0,0,0,0
võinud,-,20,3,-,0,0,0,0,0,0,0,0
võistkond,1,-,-,4,4,0,1,1,1,1,0,0
võistleja,1,24,2,7,1,0,0,0,0,0,1,0
võistlema,-,34,2,4,5,0,0,0,4,1,0,0
võistlus,2,89,1,2,18,0,2,3,2,4,1,6
võistluskeeld,3,-,-,4,4,0,0,0,0,4,0,0
võistlustulemus,2,-,-,7,1,0,0,0,0,1,0,0
võit,3,213,1,6,2,1,1,0,0,0,0,0
võitja,2,71,1,7,1,0,0,0,1,0,0,0
võitleja,1,18,3,7,1,0,0,1,0,0,0,0
võitlema,-,98,1,5,3,0,0,1,2,0,0,0
võitlemine,2,10,4,-,0,0,0,0,0,0,0,0
võitlev,-,10,4,-,0,0,0,0,0,0,0,0
võitlus,2,76,1,5,3,0,0,0,1,0,1,1
võitma,-,262,1,1,33,4,6,4,2,8,3,6
võitmine,2,10,4,-,0,0,0,0,0,0,0,0
võiv,-,20,3,-,0,0,0,0,0,0,0,0
võlakiri,-,16,3,-,0,0,0,0,0,0,0,0
võlg,3,110,1,7,1,0,0,0,0,0,0,1
võlgnema,-,10,4,-,0,0,0,0,0,0,0,0
võlgu,-,24,2,-,0,0,0,0,0,0,0,0
võll,1,7,5,-,0,0,0,0,0,0,0,0
võlts,-,6,5,6,2,0,0,0,0,0,0,2
võltsima,-,16,3,-,0,0,0,0,0,0,0,0
võltsimine,2,10,4,-,0,0,0,0,0,0,0,0
võlu,-,26,2,-,0,0,0,0,0,0,0,0
võluma,-,15,3,4,4,0,0,0,4,0,0,0
võlur,1,16,3,4,5,0,3,0,2,0,0,0
võluv,-,12,3,-,0,0,0,0,0,0,0,0
võpatama,-,-,-,6,2,0,0,0,0,2,0,0
võra,1,13,3,-,0,0,0,0,0,0,0,0
võrdlema,-,202,1,1,82,4,26,4,7,15,14,12
võrdlemine,3,6,5,6,2,0,2,0,0,0,0,0
võrdlemisi,-,22,2,-,0,0,0,0,0,0,0,0
võrdlus,3,44,2,7,1,0,0,0,0,1,0,0
võrdlusaste,3,-,-,3,8,0,0,0,1,0,0,7
võrdne,-,65,1,-,0,0,0,0,0,0,0,0
võrdselt,-,31,2,7,1,0,0,0,0,0,0,1
võrdsus,-,9,4,-,0,0,0,0,0,0,0,0
võrdsustama,-,9,4,-,0,0,0,0,0,0,0,0
võrdsustuma,-,-,-,7,1,0,0,0,0,1,0,0
võrduma,-,9,4,-,0,0,0,0,0,0,0,0
võrdväärne,-,13,3,-,0,0,0,0,0,0,0,0
võrge,-,5,5,7,1,0,0,0,0,1,0,0
võrguteade,2,-,-,7,1,0,0,0,0,0,0,1
võrk,1,66,1,2,10,3,1,0,0,6,0,0
võrkpall,2,7,5,4,4,2,1,0,0,1,0,0
võrra,-,167,1,6,2,0,0,0,0,0,0,2
võrratu,-,-,-,7,1,0,0,1,0,0,0,0
võrreldav,-,18,3,-,0,0,0,0,0,0,0,0
võrse,1,5,5,-,0,0,0,0,0,0,0,0
võrsuma,-,7,5,-,0,0,0,0,0,0,0,0
võru,1,67,1,2,15,8,3,0,3,1,0,0
võsa,1,29,2,-,0,0,0,0,0,0,0,0
võsu,1,10,4,5,3,2,0,0,1,0,0,0
võte,3,24,2,2,11,0,0,0,7,0,0,4
võti,1,65,1,2,10,1,0,0,2,1,2,4
võtja,2,6,5,-,0,0,0,0,0,0,0,0
võtma,-,2299,1,1,300,95,50,18,27,42,15,53
võtmefiguur,3,-,-,6,2,0,0,0,0,0,0,2
võtmesõna,3,-,-,6,2,0,0,0,1,0,0,1
võtmine,2,28,2,6,2,0,0,0,0,2,0,0
võttekoht,2,-,-,7,1,0,0,0,0,0,1,0
võttemeeskond,2,-,-,7,1,0,0,0,0,0,1,0
võttepaik,1,-,-,6,2,0,0,0,0,0,2,0
võõramaalane,-,7,5,-,0,0,0,0,0,0,0,0
võõras,1,379,1,1,32,0,1,1,4,6,12,8
võõrasema,1,-,-,6,2,0,0,0,2,0,0,0
võõrastemaja,-,15,3,-,0,0,0,0,0,0,0,0
võõrastütar,1,-,-,7,1,0,0,0,1,0,0,0
võõrduma,-,5,5,-,0,0,0,0,0,0,0,0
võõristama,-,5,5,-,0,0,0,0,0,0,0,0
võõristus,3,5,5,-,0,0,0,0,0,0,0,0
võõrkee,2,-,-,7,1,0,0,0,0,0,0,1
võõrkeel,3,12,3,6,2,0,0,0,1,1,0,0
võõrkeeleõpetaja,1,-,-,7,1,0,0,0,1,0,0,0
võõrkeelne,-,12,3,-,0,0,0,0,0,0,0,0
võõrriik,3,10,4,-,0,0,0,0,0,0,0,0
võõrsil,-,19,3,-,0,0,0,0,0,0,0,0
võõrsõna,3,5,5,6,2,0,0,0,2,0,0,0
võõrtäht,3,-,-,7,1,0,1,0,0,0,0,0
võõrustaja,2,13,3,4,4,0,0,0,0,0,4,0
võõrustama,-,10,4,-,0,0,0,0,0,0,0,0
vöö,1,17,3,2,12,6,0,2,2,0,2,0
vöödiline,-,-,-,7,1,1,0,0,0,0,0,0
vöötrada,1,-,-,3,6,5,1,0,0,0,0,0
vürfel,-,13,3,-,0,0,0,0,0,0,0,0
vürst,1,35,2,5,3,0,0,2,1,0,0,0
vürts,1,7,5,6,2,0,0,0,0,2,0,0
Ä-täht,2,-,-,7,1,1,0,0,0,0,0,0
äbarik,-,6,5,-,0,0,0,0,0,0,0,0
äge,-,26,2,-,0,0,0,0,0,0,0,0
ägedalt,-,13,3,-,0,0,0,0,0,0,0,0
ägenemine,2,6,5,-,0,0,0,0,0,0,0,0
ähkima,-,9,4,-,0,0,0,0,0,0,0,0
ähmane,-,14,3,-,0,0,0,0,0,0,0,0
ähmastuma,-,7,5,-,0,0,0,0,0,0,0,0
ähvardama,-,113,1,6,2,0,0,0,0,0,0,2
ähvardav,-,22,2,-,0,0,0,0,0,0,0,0
ähvardavalt,-,12,3,-,0,0,0,0,0,0,0,0
ähvardus,2,34,2,-,0,0,0,0,0,0,0,0
ähvardussõna,3,-,-,7,1,0,0,0,0,0,1,0
äi,1,20,3,4,4,4,0,0,0,0,0,0
äigama,-,8,4,-,0,0,0,0,0,0,0,0
äike,2,7,5,3,9,6,1,0,0,0,0,2
äikene,-,11,4,-,0,0,0,0,0,0,0,0
äikesepilv,1,-,-,7,1,0,0,0,0,0,0,1
äiu-äiu,-,-,-,7,1,1,0,0,0,0,0,0
äke,1,-,-,7,1,1,0,0,0,0,0,0
äkiline,-,23,2,-,0,0,0,0,0,0,0,0
äkitselt,-,35,2,-,0,0,0,0,0,0,0,0
äkki,-,314,1,2,17,1,1,3,1,2,1,8
ämber,1,48,2,3,8,7,0,0,1,0,0,0
ämblik,1,-,-,2,11,6,0,0,0,4,0,1
ämblikuvõrk,1,8,4,6,2,0,2,0,0,0,0,0
ämm,1,44,2,-,0,0,0,0,0,0,0,0
ämmaemand,-,23,2,-,0,0,0,0,0,0,0,0
äparduma,-,6,5,-,0,0,0,0,0,0,0,0
äpardus,2,11,4,-,0,0,0,0,0,0,0,0
ära,-,1563,1,1,261,100,21,31,33,16,9,51
äraelamine,3,7,5,-,0,0,0,0,0,0,0,0
ärakasutamine,2,-,-,7,1,0,0,0,0,1,0,0
ärama,-,415,1,1,205,108,9,21,33,15,5,14
äraminek,2,9,4,-,0,0,0,0,0,0,0,0
ärandama,-,7,5,7,1,0,0,0,0,1,0,0
ärasõit,2,-,-,6,2,0,0,1,1,0,0,0
äratama,-,60,1,2,15,7,0,1,1,1,3,2
äratundmine,3,8,4,-,0,0,0,0,0,0,0,0
äratus,2,-,-,3,6,0,0,2,0,0,0,4
äratuskell,1,12,3,5,3,1,0,0,1,1,0,0
ärev,-,20,3,5,3,0,0,0,0,0,0,3
ärevalt,-,13,3,7,1,0,0,0,0,1,0,0
ärevam,-,-,-,7,1,0,0,0,0,0,0,1
ärevil,-,6,5,-,0,0,0,0,0,0,0,0
ärevus,3,37,2,7,1,0,0,0,0,0,0,1
äri,2,97,1,7,1,1,0,0,0,0,0,0
äriline,-,8,4,-,0,0,0,0,0,0,0,0
ärima,-,5,5,-,0,0,0,0,0,0,0,0
ärimees,1,65,1,6,2,0,0,0,0,0,1,1
äriprojekt,3,-,-,7,1,0,0,0,0,0,0,1
äripäev,2,-,-,6,2,0,0,0,1,0,0,1
ärkama,-,133,1,1,24,11,1,2,1,6,1,2
ärkamine,2,5,5,-,0,0,0,0,0,0,0,0
ärkvel,-,8,4,-,0,0,0,0,0,0,0,0
ärn,1,-,-,3,6,6,0,0,0,0,0,0
ärritama,-,30,2,6,2,0,0,0,0,0,0,2
ärritavalt,-,-,-,6,2,0,0,0,0,0,2,0
ärritus,-,7,5,-,0,0,0,0,0,0,0,0
äsja,-,84,1,-,0,0,0,0,0,0,0,0
äsjane,-,7,5,-,0,0,0,0,0,0,0,0
ätt,1,8,4,4,5,5,0,0,0,0,0,0
äädikas,1,8,4,6,2,2,0,0,0,0,0,0
äär,1,74,1,2,14,2,1,3,0,6,1,1
äärde,-,70,1,4,4,2,1,0,1,0,0,0
äärelinn,2,26,2,7,1,0,0,0,1,0,0,0
äärepealt,-,9,4,-,0,0,0,0,0,0,0,0
ääres,-,151,1,1,48,37,0,4,2,2,1,2
äärest,-,9,4,-,0,0,0,0,0,0,0,0
ääretult,-,17,3,7,1,0,0,0,0,0,0,1
ääristama,-,-,-,7,1,0,1,0,0,0,0,0
äärmine,-,16,3,6,2,0,0,0,0,0,0,2
äärmiselt,-,43,2,-,0,0,0,0,0,0,0,0
äärmus,3,7,5,-,0,0,0,0,0,0,0,0
äärmuslik,-,7,5,6,2,0,0,0,0,0,0,2
šaht,-,5,5,-,0,0,0,0,0,0,0,0
šampanja,1,7,5,-,0,0,0,0,0,0,0,0
šampoon,1,-,-,4,4,2,2,0,0,0,0,0
šanss,3,5,5,-,0,0,0,0,0,0,0,0
šokolaad,1,8,4,1,23,7,3,1,0,11,0,1
šokolaadijäätis,1,-,-,7,1,0,1,0,0,0,0,0
šokolaadipaber,1,-,-,6,2,0,0,0,0,2,0,0
šokolaaditootja,2,-,-,7,1,0,0,0,0,1,0,0
šokolaaditort,1,-,-,7,1,1,0,0,0,0,0,0
šotlane,1,-,-,7,1,0,1,0,0,0,0,0
õde,1,154,1,1,110,63,18,15,3,1,7,3
õdesid-vend,-,-,-,7,1,1,0,0,0,0,0,0
õdus,-,6,5,-,0,0,0,0,0,0,0,0
õe-vend,1,-,-,7,1,0,0,0,0,0,1,0
õed-vend,-,-,-,7,1,0,0,0,0,0,0,1
õeke,1,-,-,4,4,2,1,1,0,0,0,0
õel,-,10,4,4,4,0,0,0,0,4,0,0
õemees,1,-,-,6,2,0,2,0,0,0,0,0
õeraas,1,-,-,7,1,0,0,1,0,0,0,0
õgimine,2,-,-,7,1,0,0,1,0,0,0,0
õh-õh-hõõ,-,-,-,7,1,1,0,0,0,0,0,0
õhem,-,-,-,4,4,0,3,1,0,0,0,0
õhinal,-,14,3,-,0,0,0,0,0,0,0,0
õhk,2,245,1,1,35,4,4,2,5,10,6,4
õhkama,-,11,4,-,0,0,0,0,0,0,0,0
õhkkond,3,16,3,-,0,0,0,0,0,0,0,0
õhkulastud,-,-,-,7,1,0,0,0,0,0,1,0
õhkuma,-,17,3,-,0,0,0,0,0,0,0,0
õhtu,2,476,1,1,157,87,14,14,10,6,14,12
õhtuleht,1,9,4,2,12,0,1,3,2,1,2,3
õhtune,-,33,2,4,4,0,0,2,1,0,1,0
õhtupoolik,2,22,2,6,2,0,0,1,1,0,0,0
õhtusöök,2,13,3,3,8,3,0,0,1,2,0,2
õhtuti,-,38,2,3,9,0,3,3,0,0,2,1
õhtutualett,1,-,-,7,1,0,0,0,0,0,0,1
õhuke,-,34,2,5,3,0,0,1,1,0,0,1
õhukindel,-,-,-,4,4,0,0,0,0,4,0,0
õhulend,2,-,-,7,1,0,0,0,0,0,0,1
õhuline,-,5,5,7,1,0,0,0,1,0,0,0
õhupall,1,18,3,3,6,4,0,0,0,2,0,0
õhustik,3,7,5,-,0,0,0,0,0,0,0,0
õhutama,-,16,3,7,1,0,0,0,0,0,0,1
õhutemperatuur,2,28,2,2,12,0,0,0,0,0,0,12
õieke,1,-,-,7,1,0,1,0,0,0,0,0
õieli,-,9,4,-,0,0,0,0,0,0,0,0
õiemahl,1,-,-,7,1,0,0,0,0,1,0,0
õiendama,-,24,2,-,0,0,0,0,0,0,0,0
õiesadu,2,-,-,6,2,2,0,0,0,0,0,0
õieti,-,131,1,3,6,3,0,2,0,0,0,1
õietolm,2,-,-,6,2,0,0,0,0,2,0,0
õige,-,443,1,1,205,32,58,26,13,19,18,39
õigeaegselt,-,7,5,-,0,0,0,0,0,0,0,0
õigekiri,3,-,-,3,7,0,0,0,6,0,1,0
õigem,-,42,2,6,2,1,0,1,0,0,0,0
õigemini,-,53,1,-,0,0,0,0,0,0,0,0
õigesti,-,34,2,1,36,6,10,7,4,4,3,2
õigetpidi,-,-,-,5,3,0,3,0,0,0,0,0
õigeusk,3,16,3,7,1,0,0,0,0,0,0,1
õigeusklik,-,5,5,-,0,0,0,0,0,0,0,0
õiglane,-,26,2,3,8,5,0,0,1,1,1,0
õiglaselt,-,7,5,-,0,0,0,0,0,0,0,0
õiglasem,-,5,5,-,0,0,0,0,0,0,0,0
õiglus,3,27,2,-,0,0,0,0,0,0,0,0
õigupoolest,-,36,2,7,1,0,0,1,0,0,0,0
õigus,3,426,1,2,18,2,5,2,0,0,1,8
õigusinstituut,2,-,-,7,1,0,0,0,0,0,1,0
õigustama,-,52,2,7,1,1,0,0,0,0,0,0
õigustamine,2,10,4,-,0,0,0,0,0,0,0,0
õigustatu,3,7,5,-,0,0,0,0,0,0,0,0
õigustatult,-,-,-,7,1,0,0,0,0,0,0,1
õigusteadus,3,-,-,6,2,0,0,2,0,0,0,0
õigustus,3,13,3,-,0,0,0,0,0,0,0,0
õilis,-,13,3,-,0,0,0,0,0,0,0,0
õis,1,30,2,2,13,6,4,1,1,1,0,0
õismägi,1,15,3,7,1,0,0,0,1,0,0,0
õitsema,-,33,2,3,6,5,1,0,0,0,0,0
õitsemine,2,5,5,-,0,0,0,0,0,0,0,0
õitsev,-,11,4,5,3,0,0,1,2,0,0,0
õkva,-,7,5,-,0,0,0,0,0,0,0,0
õlg,1,222,1,3,6,0,0,0,1,0,1,4
õli,1,64,1,2,10,0,0,0,0,10,0,0
õlimeri,1,-,-,7,1,0,0,0,0,1,0,0
õline,-,6,5,6,2,0,0,0,0,2,0,0
